chunk_id,source_article,subject,subject_type,predicate,object,object_type,evidence_span
112,EZH2,Etoposide,drug,is_a,topoisomerase inhibitor,other,"Etoposide, a topoisomerase inhibitor"
112,EZH2,Etoposide,drug,combined_with,EZH2 inhibitor increases_effectiveness_for non-small cell lung cancers with BRG1 and EGFR mutations,disease,"when combined with an EZH2 inhibitor, becomes more effective for non-small cell lung cancers with BRG1 and EGFR mutations"
112,EZH2,EZH2,gene,has_tumor_suppressing_activity_in,myelodysplastic syndrome,disease,"EZH2 and lysine methylation can have tumor suppressing activity, for example in myelodysplastic syndrome"
112,EZH2,lysine methylation,pathway,has_tumor_suppressing_activity_in,myelodysplastic syndrome,disease,"EZH2 and lysine methylation can have tumor suppressing activity, for example in myelodysplastic syndrome"
0,Breast cancer,Breast cancer,disease,has_symptom,a lump in the breast,other,a lump in the breast
0,Breast cancer,Breast cancer,disease,has_symptom,a change in breast shape,other,a change in breast shape
0,Breast cancer,Breast cancer,disease,has_symptom,dimpling of the skin,other,dimpling of the skin
0,Breast cancer,Breast cancer,disease,has_symptom,milk rejection,other,milk rejection
0,Breast cancer,Breast cancer,disease,has_symptom,fluid coming from the nipple,other,fluid coming from the nipple
0,Breast cancer,Breast cancer,disease,has_symptom,a newly inverted nipple,other,a newly inverted nipple
0,Breast cancer,Breast cancer,disease,has_symptom,a red or scaly patch of skin,other,a red or scaly patch of skin
0,Breast cancer,Breast cancer with distant spread,disease,has_symptom,bone pain,other,"In those with distant spread of the disease, there may be bone pain"
0,Breast cancer,Breast cancer with distant spread,disease,has_symptom,swollen lymph nodes,other,there may be ... swollen lymph nodes
0,Breast cancer,Breast cancer with distant spread,disease,has_symptom,shortness of breath,other,there may be ... shortness of breath
0,Breast cancer,Breast cancer with distant spread,disease,has_symptom,yellow skin,other,there may be ... or yellow skin
0,Breast cancer,Breast cancer,disease,has_risk_factor,obesity,other,Risk factors for developing breast cancer include obesity
0,Breast cancer,Breast cancer,disease,has_risk_factor,a lack of physical exercise,other,a lack of physical exercise
0,Breast cancer,Breast cancer,disease,has_risk_factor,alcohol consumption,other,alcohol consumption
0,Breast cancer,Breast cancer,disease,has_risk_factor,hormone replacement therapy during menopause,other,hormone replacement therapy during menopause
0,Breast cancer,Breast cancer,disease,has_risk_factor,ionizing radiation,other,ionizing radiation
0,Breast cancer,Breast cancer,disease,has_risk_factor,an early age at first menstruation,other,an early age at first menstruation
0,Breast cancer,Breast cancer,disease,has_risk_factor,having children late in life (or not at all),other,having children late in life (or not at all)
0,Breast cancer,Breast cancer,disease,has_risk_factor,older age,other,older age
0,Breast cancer,Breast cancer,disease,has_risk_factor,having a prior history of breast cancer,disease,having a prior history of breast cancer
0,Breast cancer,Breast cancer,disease,has_risk_factor,a family history of breast cancer,other,a family history of breast cancer
0,Breast cancer,Breast cancer,disease,has_risk_factor,an inherited genetic predisposition,other,an inherited genetic predisposition
0,Breast cancer,Breast cancer,disease,has_risk_factor,BRCA mutations,gene,including BRCA mutations among others
0,Breast cancer,Breast cancer,disease,develops_from,cells from the lining of milk ducts,other,most commonly develops in cells from the lining of milk ducts
0,Breast cancer,Breast cancer,disease,develops_from,lobules that supply these ducts with milk,other,and the lobules that supply these ducts with milk
0,Breast cancer,Ductal carcinomas,disease,develops_from,the ducts,other,Cancers developing from the ducts are known as ductal carcinomas
0,Breast cancer,Lobular carcinomas,disease,develops_from,lobules,other,those developing from lobules are known as lobular carcinomas
0,Breast cancer,Breast cancer,disease,has_subtypes,more than 18 other sub-types,other,There are more than 18 other sub-types of breast cancer
0,Breast cancer,Breast cancer diagnosis,other,confirmed_by,taking a biopsy of the concerning tissue,other,The diagnosis of breast cancer is confirmed by taking a biopsy of the concerning tissue
0,Breast cancer,Breast cancer diagnosis,other,assessed_by,further tests,other,further tests are carried out to determine if the cancer has spread beyond the breast
0,Breast cancer,the size of a breast cancer,other,predicts,the prognosis of the disease,other,the size of a breast cancer and its spread are among the most critical factors in predicting the prognosis of the disease
0,Breast cancer,the spread of the disease,other,predicts,the prognosis of the disease,other,the size of a breast cancer and its spread are among the most critical factors in predicting the prognosis of the disease
0,Breast cancer,Breast cancer screening,other,detects,breast cancers that are typically smaller and less likely to have spread outside the breast,disease,Breast cancers found during screening are typically smaller and less likely to have spread outside the breast
0,Breast cancer,Training health workers to do clinical breast examination,other,can_detect,breast cancer at an early stage,disease,Training health workers to do clinical breast examination may have potential to detect breast cancer at an early stage
0,Breast cancer,A 2009 review for the US Preventive Services Task Force,other,found_evidence_of_benefit_in,those 40 to 70 years of age,other,A 2009 review for the US Preventive Services Task Force found evidence of benefit in those 40 to 70 years of age
0,Breast cancer,United States Preventive Services Task Force,organisation,recommends,screening every two years in women 50 to 74 years of age,other,the organization recommends screening every two years in women 50 to 74 years of age
0,Breast cancer,Tamoxifen,drug,used_to_prevent,breast cancer,disease,The medications tamoxifen or raloxifene may be used in an effort to prevent breast cancer
0,Breast cancer,Raloxifene,drug,used_to_prevent,breast cancer,disease,The medications tamoxifen or raloxifene may be used in an effort to prevent breast cancer
0,Breast cancer,Surgical removal of both breasts,other,used_to_prevent,breast cancer,disease,Surgical removal of both breasts is another preventive measure in some high risk women
0,Breast cancer,Surgery,other,used_to_treat,breast cancer,disease,"a number of treatments may be used, including surgery, radiation therapy, chemotherapy, hormonal therapy, and targeted therapy"
0,Breast cancer,Radiation therapy,other,used_to_treat,breast cancer,disease,"a number of treatments may be used, including surgery, radiation therapy, chemotherapy, hormonal therapy, and targeted therapy"
0,Breast cancer,Chemotherapy,other,used_to_treat,breast cancer,disease,"a number of treatments may be used, including surgery, radiation therapy, chemotherapy, hormonal therapy, and targeted therapy"
0,Breast cancer,Hormonal therapy,other,used_to_treat,breast cancer,disease,"a number of treatments may be used, including surgery, radiation therapy, chemotherapy, hormonal therapy, and targeted therapy"
0,Breast cancer,Targeted therapy,other,used_to_treat,breast cancer,disease,"a number of treatments may be used, including surgery, radiation therapy, chemotherapy, hormonal therapy, and targeted therapy"
0,Breast cancer,Breast-conserving surgery,other,is_type_of,surgery,other,Types of surgery vary from breast-conserving surgery to mastectomy
0,Breast cancer,Mastectomy,other,is_type_of,surgery,other,Types of surgery vary from breast-conserving surgery to mastectomy
0,Breast cancer,Breast reconstruction,other,can_follow,surgery,other,Breast reconstruction may take place at the time of surgery or at a later date
0,Breast cancer,Treatments for breast cancer that has spread beyond the breast,other,aim_to_improve,quality of life and comfort,other,"In those in whom the cancer has spread to other parts of the body, treatments are mostly aimed at improving quality of life and comfort"
0,Breast cancer,Outcomes for breast cancer,other,depend_on,the cancer type,other,Outcomes for breast cancer vary depending on the cancer type
0,Breast cancer,Outcomes for breast cancer,other,depend_on,the extent of disease,other,"depending on the cancer type, the extent of disease"
0,Breast cancer,Outcomes for breast cancer,other,depend_on,the person's age,other,and the person's age
0,Breast cancer,Five-year survival rates in the United States and in the UK,other,are_over,90%,other,The five-year survival rates in United States and in the UK are over 90%
0,Breast cancer,Five-year survival rates in developing countries,other,are_lower_than,those in the United States and the UK,other,"In developing countries, five-year survival rates are lower"
0,Breast cancer,Breast cancer,disease,is_leading_cancer_in,women,other,"Worldwide, breast cancer is the leading type of cancer in women"
0,Breast cancer,Breast cancer,disease,accounts_for,25% of all cases,other,accounting for 25% of all cases
0,Breast cancer,Breast cancer,disease,resulted_in,two million new cases in 2018,other,"In 2018, it resulted in two million new cases"
0,Breast cancer,Breast cancer,disease,resulted_in,"627,000 deaths in 2018",other,"and 627,000 deaths"
0,Breast cancer,Breast cancer,disease,is_more_common_in,developed countries,other,It is more common in developed countries
0,Breast cancer,Breast cancer,disease,is_more_common_in,women (compared to men),other,and is more than 100 times more common in women than in men
0,Breast cancer,Breast cancer,disease,is_more_common_in_than,cisgender women than transgender men,other,breast cancer is five times more common in cisgender women than in transgender men
0,Breast cancer,Breast cancer,disease,is_more_common_in_than,transgender women than cisgender men,other,and 46 times more common in transgender women than in cisgender men
1,Breast cancer,breast cancer,disease,detected_by,breast cancer screening test,other,their tumor is detected by a breast cancer screening test.
1,Breast cancer,breast cancer,disease,commonly_presents_with,new lump in the breast,other,a new lump in the breast is most common.
1,Breast cancer,painless breast lump,other,more_likely_to_be,breast cancer,disease,"lumps that are painless, hard, and with irregular edges are more likely to be cancerous."
1,Breast cancer,hard breast lump,other,more_likely_to_be,breast cancer,disease,"lumps that are painless, hard, and with irregular edges are more likely to be cancerous."
1,Breast cancer,breast lump with irregular edges,other,more_likely_to_be,breast cancer,disease,"lumps that are painless, hard, and with irregular edges are more likely to be cancerous."
1,Breast cancer,breast cancer,disease,commonly_presents_with,skin thickening known as peau d'orange,other,skin thickening known as peau d'orange
1,Breast cancer,breast cancer,disease,commonly_presents_with,swelling of the breast,other,swelling or pain in the breast
1,Breast cancer,breast cancer,disease,commonly_presents_with,pain in the breast,other,swelling or pain in the breast
1,Breast cancer,breast cancer,disease,commonly_presents_with,dimpling of the breast skin,other,"dimpling, thickening, redness, or dryness of the breast skin"
1,Breast cancer,breast cancer,disease,commonly_presents_with,thickening of the breast skin,other,"dimpling, thickening, redness, or dryness of the breast skin"
1,Breast cancer,breast cancer,disease,commonly_presents_with,redness of the breast skin,other,"dimpling, thickening, redness, or dryness of the breast skin"
1,Breast cancer,breast cancer,disease,commonly_presents_with,dryness of the breast skin,other,"dimpling, thickening, redness, or dryness of the breast skin"
1,Breast cancer,breast cancer,disease,commonly_presents_with,inversion of the nipple,other,inversion of the nipple.
1,Breast cancer,breast cancer,disease,may_cause,unusual discharge from the breasts,other,Some may experience unusual discharge from the breasts
1,Breast cancer,breast cancer,disease,commonly_presents_with,swelling of the lymph nodes under the arms,other,swelling of the lymph nodes under the arms
1,Breast cancer,breast cancer,disease,commonly_presents_with,swelling of the lymph nodes along the collar bone,other,swelling of the lymph nodes ... along the collar bone
1,Breast cancer,breast cancer,disease,includes_subtype,inflammatory breast cancer,disease,Up to 5% of people with breast cancer have inflammatory breast cancer
1,Breast cancer,inflammatory breast cancer,disease,blocks,the lymph vessels of one breast,other,where cancer cells block the lymph vessels of one breast
1,Breast cancer,inflammatory breast cancer,disease,causes,the breast to substantially swell and redden over three to six months,other,causing the breast to substantially swell and redden over three to six months.
1,Breast cancer,breast cancer,disease,includes_subtype,Paget's disease of the breast,disease,Up to 3% of people with breast cancer have Paget's disease of the breast
1,Breast cancer,Paget's disease of the breast,disease,causes,"eczema-like red, scaly irritation on the nipple and areola",other,"with eczema-like red, scaly irritation on the nipple and areola."
1,Breast cancer,advanced tumors,disease,metastasize_to,bones,other,"can spread (metastasize) beyond the breast, most commonly to the bones"
1,Breast cancer,advanced tumors,disease,metastasize_to,liver,other,"most commonly to the bones, liver, lungs, and brain."
1,Breast cancer,advanced tumors,disease,metastasize_to,lungs,other,"most commonly to the bones, liver, lungs, and brain."
1,Breast cancer,advanced tumors,disease,metastasize_to,brain,other,"most commonly to the bones, liver, lungs, and brain."
1,Breast cancer,bone metastases,other,can_cause,swelling,other,"Bone metastases can cause swelling, progressive bone pain"
1,Breast cancer,bone metastases,other,can_cause,progressive bone pain,other,"Bone metastases can cause swelling, progressive bone pain"
1,Breast cancer,bone metastases,other,can_cause,weakening of the bones that leads to fractures,other,weakening of the bones that leads to fractures.
1,Breast cancer,liver metastases,other,can_cause,abdominal pain,other,"Liver metastases can cause abdominal pain, nausea, vomiting"
1,Breast cancer,liver metastases,other,can_cause,nausea,other,"Liver metastases can cause abdominal pain, nausea, vomiting"
1,Breast cancer,liver metastases,other,can_cause,vomiting,other,"Liver metastases can cause abdominal pain, nausea, vomiting"
1,Breast cancer,liver metastases,other,can_cause,rash,other,"skin problems – rash, itchy skin, or yellowing of the skin (jaundice)."
1,Breast cancer,liver metastases,other,can_cause,itchy skin,other,"skin problems – rash, itchy skin, or yellowing of the skin (jaundice)."
1,Breast cancer,liver metastases,other,can_cause,yellowing of the skin (jaundice),other,yellowing of the skin (jaundice)
1,Breast cancer,lung metastases,other,can_cause,chest pain,other,Those with lung metastases experience chest pain
1,Breast cancer,lung metastases,other,can_cause,shortness of breath,other,"Those with lung metastases experience chest pain, shortness of breath"
1,Breast cancer,lung metastases,other,can_cause,regular coughing,other,"Those with lung metastases experience chest pain, shortness of breath, and regular coughing."
1,Breast cancer,brain metastases,other,can_cause,persistent headache,other,"Metastases in the brain can cause persistent headache, seizures"
1,Breast cancer,brain metastases,other,can_cause,seizures,other,"Metastases in the brain can cause persistent headache, seizures"
1,Breast cancer,brain metastases,other,can_cause,nausea,other,"Metastases in the brain can cause ... nausea, vomiting"
1,Breast cancer,brain metastases,other,can_cause,vomiting,other,"Metastases in the brain can cause persistent headache, seizures, nausea, vomiting"
1,Breast cancer,brain metastases,other,can_cause,disruptions to speech,other,"disruptions to the affected person's speech, vision, memory, and regular behavior."
1,Breast cancer,brain metastases,other,can_cause,disruptions to vision,other,"disruptions to the affected person's speech, vision, memory, and regular behavior."
1,Breast cancer,brain metastases,other,can_cause,disruptions to memory,other,"disruptions to the affected person's speech, vision, memory, and regular behavior."
1,Breast cancer,brain metastases,other,can_cause,disruptions to regular behavior,other,"disruptions to the affected person's speech, vision, memory, and regular behavior."
2,Breast cancer,mammography,other,detects,breast tumors in fatty breasts,disease,"Mammography can detect around 90% of breast tumors in the least dense breasts (called ""fatty"" breasts)"
2,Breast cancer,mammography,other,detects,breast tumors in extremely dense breasts,disease,"but just 60% in the most dense breasts (called ""extremely dense"")"
2,Breast cancer,ultrasound,other,detects,breast tumors,disease,"screened by ultrasound, magnetic resonance imaging (MRI), or tomosynthesis, all of which more sensitively detect breast tumors"
2,Breast cancer,magnetic resonance imaging,other,detects,breast tumors,disease,"screened by ultrasound, magnetic resonance imaging (MRI), or tomosynthesis, all of which more sensitively detect breast tumors"
2,Breast cancer,tomosynthesis,other,detects,breast tumors,disease,"screened by ultrasound, magnetic resonance imaging (MRI), or tomosynthesis, all of which more sensitively detect breast tumors"
2,Breast cancer,regular screening mammography,other,reduces,breast cancer deaths,other,Regular screening mammography reduces breast cancer deaths by at least 20%
2,Breast cancer,most medical guidelines,organisation,recommend,annual screening mammograms for women aged 50–70,other,Most medical guidelines recommend annual screening mammograms for women aged 50–70
2,Breast cancer,screening,other,reduces,breast cancer mortality in women aged 40–49,other,Screening also reduces breast cancer mortality in women aged 40–49
2,Breast cancer,some guidelines,organisation,recommend,annual screening for women aged 40–49,other,and some guidelines recommend annual screening in this age group as well
2,Breast cancer,most medical guidelines,organisation,recommend_adding,magnetic resonance imaging screening,other,"For women at high risk for developing breast cancer, most guidelines recommend adding MRI screening to mammography"
2,Breast cancer,Breast Imaging-Reporting and Data System,other,categorizes,breast density,other,BI-RADS categorizes breast density into four categories
2,Breast cancer,Breast Imaging-Reporting and Data System score,other,corresponds_to,greater risk of a cancerous tumor,disease,where a higher number corresponds to a greater risk of a cancerous tumor
2,Breast cancer,radiologists,other,report_on,Breast Imaging-Reporting and Data System,other,Radiologists generally report mammogram results on a standardized scale
2,Breast cancer,mammogram,other,reveals,breast density,other,A mammogram also reveals breast density;
2,Breast cancer,dense breast tissue,other,appears_as,opaque on a mammogram,other,dense breast tissue appears opaque on a mammogram
2,Breast cancer,dense breast tissue,other,obscures,breast tumors,disease,dense breast tissue ... can obscure tumors
2,Breast cancer,breast tumors,disease,appears_as,unusually dense within the breast,other,Tumors can appear unusually dense within the breast
2,Breast cancer,breast tumors,disease,distorts,surrounding tissue,other,distort the shape of surrounding tissue
2,Breast cancer,breast tumors,disease,cause,microcalcifications,other,or cause small dense flecks called microcalcifications
2,Breast cancer,screening mammograms,other,misses,about 1 in 8 breast cancers,disease,"Overall, screening mammograms miss about 1 in 8 breast cancers"
2,Breast cancer,screening mammograms,other,can_give,false-positive results,other,they can also give false-positive results
2,Breast cancer,false-positive results,other,cause,extra anxiety,other,causing extra anxiety
2,Breast cancer,false-positive results,other,cause,unnecessary additional exams such as biopsies,other,"making patients overgo unnecessary additional exams, such as bioposies"
2,Breast cancer,regular breast cancer screening,other,is_common_in,most wealthy nations,other,Regular breast cancer screening is commonplace in most wealthy nations
2,Breast cancer,regular breast cancer screening,other,is_uncommon_in,the world's poorer countries,other,but remains uncommon in the world's poorer countries
3,Breast cancer,Those who have a suspected tumor,other,undergoes,additional imaging,other,first undergo additional imaging
3,Breast cancer,additional imaging,other,includes,diagnostic mammogram,other,"typically a second ""diagnostic"" mammogram and ultrasound"
3,Breast cancer,additional imaging,other,includes,ultrasound,other,"typically a second ""diagnostic"" mammogram and ultrasound"
3,Breast cancer,suspected tumor,other,identified_by,mammogram,other,suspected tumor from a mammogram or physical exam
3,Breast cancer,suspected tumor,other,identified_by,physical exam,other,suspected tumor from a mammogram or physical exam
3,Breast cancer,suspected tumor,other,sampled_by,biopsy,other,A biopsy is then taken of the suspected tumor.
3,Breast cancer,breast biopsy,other,performed_by,core needle biopsy,other,Breast biopsy is typically done by core needle biopsy
3,Breast cancer,core needle biopsy,other,uses,hollow needle,other,with a hollow needle used to collect tissue
3,Breast cancer,hollow needle,other,used_to_collect,tissue,other,used to collect tissue from the area of interest.
3,Breast cancer,suspected tumors that appear to be filled with fluid,other,sampled_by,fine-needle aspiration,other,Suspected tumors that appear to be filled with fluid are often instead sampled by fine-needle aspiration.
3,Breast cancer,breast biopsies,other,positive_for,cancer,disease,Around 10–20% of breast biopsies are positive for cancer.
3,Breast cancer,biopsied breast masses,other,caused_by,fibrocystic breast changes,disease,Most biopsied breast masses are instead caused by fibrocystic breast changes
3,Breast cancer,fibrocystic breast changes,disease,encompasses,benign pockets of fluid,other,"a term that encompasses benign pockets of fluid, cell growth, or fibrous tissue."
3,Breast cancer,fibrocystic breast changes,disease,encompasses,cell growth,other,"a term that encompasses benign pockets of fluid, cell growth, or fibrous tissue."
3,Breast cancer,fibrocystic breast changes,disease,encompasses,fibrous tissue,other,"a term that encompasses benign pockets of fluid, cell growth, or fibrous tissue."
4,Breast cancer,Breast cancers,disease,classified_by,several grading systems,other,Breast cancers are classified by several grading systems
4,Breast cancer,Tumor,other,classified_by,tissue of origin,other,a tumor is classified by the tissue it arises from
4,Breast cancer,Tumor,other,classified_by,appearance of the tumor tissue under a microscope,other,or the appearance of the tumor tissue under a microscope
4,Breast cancer,Breast cancers,disease,has_prevalence,ductal carcinoma,disease,Most breast cancers (85%) are ductal carcinoma
4,Breast cancer,Ductal carcinoma,disease,derived_from,lining of the mammary ducts,other,derived from the lining of the mammary ducts
4,Breast cancer,Breast cancers,disease,has_prevalence,lobular carcinoma,disease,10% are lobular carcinoma
4,Breast cancer,Lobular carcinoma,disease,derived_from,mammary lobes,other,derived from the mammary lobes
4,Breast cancer,Breast cancers,disease,has_type,mixed ductal/lobular carcinoma,disease,or mixed ductal/lobular carcinoma
4,Breast cancer,Breast cancers,disease,has_prevalence,mucinous carcinoma,disease,mucinous carcinoma (around 2.5% of cases
4,Breast cancer,Mucinous carcinoma,disease,has_feature,surrounded by mucin,other,mucinous carcinoma (around 2.5% of cases; surrounded by mucin)
4,Breast cancer,Breast cancers,disease,has_prevalence,tubular carcinoma,disease,tubular carcinoma (1.5%; full of small tubes of epithelial cells)
4,Breast cancer,Tubular carcinoma,disease,has_feature,full of small tubes of epithelial cells,other,tubular carcinoma (1.5%; full of small tubes of epithelial cells)
4,Breast cancer,Breast cancers,disease,has_prevalence,medullary carcinoma,disease,"medullary carcinoma (1%; resembling ""medullary"" or middle-layer tissue)"
4,Breast cancer,Medullary carcinoma,disease,has_feature,resembling middle-layer tissue,other,"medullary carcinoma (1%; resembling ""medullary"" or middle-layer tissue)"
4,Breast cancer,Breast cancers,disease,has_prevalence,papillary carcinoma,disease,papillary carcinoma (1%; covered in finger-like growths)
4,Breast cancer,Papillary carcinoma,disease,has_feature,covered in finger-like growths,other,papillary carcinoma (1%; covered in finger-like growths)
4,Breast cancer,Carcinoma in situ,disease,called,precancerous,other,"This condition, called carcinoma in situ, is often considered ""precancerous"""
4,Breast cancer,Ductal carcinoma in situ,disease,increases_risk_of,invasive breast cancer,disease,Those with ductal carcinoma in situ (in the mammary ducts) are at increased risk for developing true invasive breast cancer
4,Breast cancer,Ductal carcinoma in situ,disease,develop_within,breast cancer,disease,around a third develop breast cancer within five years
4,Breast cancer,Lobular carcinoma in situ,disease,rarely_causes,a noticeable lump,other,Lobular carcinoma in situ ... rarely causes a noticeable lump
4,Breast cancer,Lobular carcinoma in situ,disease,found_incidentally,biopsy for another reason,other,and is often found incidentally during a biopsy for another reason
4,Breast cancer,Lobular carcinoma in situ,disease,spread_throughout,both breasts,other,It is commonly spread throughout both breasts
4,Breast cancer,Lobular carcinoma in situ,disease,increases_risk_of,breast cancer,disease,Those with lobular carcinoma in situ also have an increased risk of developing breast cancer
4,Breast cancer,Lobular carcinoma in situ,disease,have_probability_of_developing_per_year,breast cancer,disease,around 1% develop breast cancer each year
4,Breast cancer,Lobular carcinoma in situ,disease,has_equal_risk_of_death_as,rest of the population,other,their risk of dying of breast cancer is no higher than the rest of the population
4,Breast cancer,Invasive tumor tissue,disease,assigned_by,grade,other,Invasive tumor tissue is assigned a grade based on how distinct it appears from healthy breast
4,Breast cancer,Breast tumors,disease,scored_by,proportion of cancer cells that form tubules,other,Breast tumors are graded on three features: the proportion of cancer cells that form tubules
4,Breast cancer,Breast tumors,disease,scored_by,appearance of the cell nucleus,other,the appearance of the cell nucleus
4,Breast cancer,Breast tumors,disease,scored_by,how many cells are actively replicating,other,and how many cells are actively replicating
4,Breast cancer,Feature scores,other,determined_by,a three-point scale,other,Each feature is scored on a three-point scale
4,Breast cancer,Grade,other,determined_by,sum of the three scores,other,A grade is assigned based on the sum of the three scores
4,Breast cancer,"Combined scores of 3, 4, or 5",other,represents_grade,grade 1,other,"Combined scores of 3, 4, or 5 represent grade 1"
4,Breast cancer,Combined scores of 6 or 7,other,represents_grade,grade 2,other,Scores of 6 or 7 represent grade 2
4,Breast cancer,Combined scores of 8 or 9,other,represents_grade,grade 3,other,Scores of 8 or 9 represent grade 3
4,Breast cancer,Grade 1,other,has_feature,slower-growing cancer,other,"grade 1, a slower-growing cancer"
4,Breast cancer,Grade 3,other,has_feature,"faster-growing, more aggressive cancer",other,"grade 3, a faster-growing, more aggressive cancer"
4,Breast cancer,Tumor biopsy samples,other,tested_by,immunohistochemistry,other,tumor biopsy samples are now tested by immunohistochemistry
4,Breast cancer,Immunohistochemistry,other,tests_for,estrogen receptor,other,to determine if the tissue contains the proteins estrogen receptor (ER)
4,Breast cancer,Immunohistochemistry,other,tests_for,progesterone receptor,other,or progesterone receptor (PR)
4,Breast cancer,Immunohistochemistry,other,tests_for,human epidermal growth factor receptor 2,other,or human epidermal growth factor receptor 2 (HER2)
4,Breast cancer,Estrogen receptor and progesterone receptor,other,quantified_by,standardized assays developed by New England Nuclear & Wittliff,other,Earlier ER and PR were quantified using standardized assays developed by New England Nuclear & Wittliff
4,Breast cancer,Tumors containing estrogen receptor or progesterone receptor,disease,called,hormone receptor-positive,other,"Tumors containing either ER or PR are called ""hormone receptor-positive"""
4,Breast cancer,Hormone receptor-positive tumors,disease,treated_with,hormone therapies,drug,and can be treated with hormone therapies
4,Breast cancer,Tumors,disease,has_prevalence,human epidermal growth factor receptor 2 positive tumors,disease,Around 15 to 20% of tumors contain HER2
4,Breast cancer,Tumors containing human epidermal growth factor receptor 2,disease,treated_with,HER2-targeted therapies,drug,these can be treated with HER2-targeted therapies
