chunk_id,source_article,subject,subject_type,predicate,object,object_type,evidence_span
3,Breast cancer,biopsy,other,detects,cancer,disease,positive for cancer
3,Breast cancer,biopsy,other,detects,fibrocystic breast changes,disease,caused by fibrocystic breast changes
3,Breast cancer,core needle biopsy,other,part_of,breast biopsy,other,breast biopsy is typically done by core needle biopsy
3,Breast cancer,fine-needle aspiration,other,part_of,breast biopsy,other,instead sampled by fine-needle aspiration
4,Breast cancer,ductal carcinoma,disease,derived_from,mammary ducts,other,derived from the lining of the mammary ducts
4,Breast cancer,lobular carcinoma,disease,derived_from,mammary lobes,other,derived from the mammary lobes
4,Breast cancer,mucinous carcinoma,disease,characterized_by,mucin,chemical,surrounded by mucin
4,Breast cancer,tubular carcinoma,disease,characterized_by,small tubes of epithelial cells,other,full of small tubes of epithelial cells
4,Breast cancer,medullary carcinoma,disease,resembles,medullary tissue,other,resembling 'medullary' or middle-layer tissue
4,Breast cancer,papillary carcinoma,disease,characterized_by,finger-like growths,other,covered in finger-like growths
4,Breast cancer,carcinoma in situ,disease,considered,precancerous,other,often considered 'precancerous'
4,Breast cancer,ductal carcinoma in situ,disease,increases_risk_of,invasive breast cancer,disease,at increased risk for developing true invasive breast cancer
4,Breast cancer,lobular carcinoma in situ,disease,increases_risk_of,breast cancer,disease,have an increased risk of developing breast cancer
4,Breast cancer,invasive tumor tissue,other,graded_on,proportion of cancer cells that form tubules,other,graded on three features: the proportion of cancer cells that form tubules
4,Breast cancer,invasive tumor tissue,other,graded_on,appearance of the cell nucleus,other,graded on three features: the appearance of the cell nucleus
4,Breast cancer,invasive tumor tissue,other,graded_on,number of cells actively replicating,other,graded on three features: how many cells are actively replicating
4,Breast cancer,tumor biopsy samples,other,tested_by,immunohistochemistry,other,tested by immunohistochemistry
4,Breast cancer,tumor biopsy samples,other,contain,estrogen receptor,chemical,determine if the tissue contains the proteins estrogen receptor
4,Breast cancer,tumor biopsy samples,other,contain,progesterone receptor,chemical,determine if the tissue contains the proteins progesterone receptor
4,Breast cancer,tumor biopsy samples,other,contain,human epidermal growth factor receptor 2,chemical,determine if the tissue contains the proteins human epidermal growth factor receptor 2
4,Breast cancer,hormone receptor-positive tumors,disease,treated_by,hormone therapies,drug,can be treated with hormone therapies
4,Breast cancer,HER2-positive tumors,disease,treated_by,HER2-targeted therapies,drug,can be treated with HER2-targeted therapies
4,Breast cancer,breast cancer case,disease,staged_by,American Joint Committee on Cancer and Union for International Cancer Control's TNM staging system,other,staged using the American Joint Committee on Cancer and Union for International Cancer Control's TNM staging system
4,Breast cancer,TNM scores,other,combined_with,tumor grades and ER/PR/HER2 status,other,combined with tumor grades and ER/PR/HER2 status
4,Breast cancer,prognostic stage group,other,calculated_from,TNM scores and tumor grades and ER/PR/HER2 status,other,calculate a cancer case's 'prognostic stage group'
5,Breast cancer,breast cancer,disease,depends_on,health,other,depends on the affected person's health
5,Breast cancer,breast cancer,disease,depends_on,molecular characteristics,other,depends on the cancer case's molecular characteristics
5,Breast cancer,breast cancer,disease,depends_on,tumor spread,other,how far the tumor has spread
6,Breast cancer,breast cancer,disease,treated_by,surgery,other,undergo surgery to remove the tumor
6,Breast cancer,tumor,other,removed_by,lumpectomy,other,removing just the tumor
6,Breast cancer,tumor,other,removed_by,partial mastectomy,other,removing a larger part of the breast
6,Breast cancer,breast cancer,disease,treated_by,radiotherapy,other,undergo radiotherapy to decrease the chance of cancer recurrence
6,Breast cancer,radiotherapy,other,delivered_by,external beam radiotherapy,other,radiotherapy for breast cancer is typically delivered via external beam radiotherapy
6,Breast cancer,radiotherapy,other,delivered_by,brachytherapy,other,some undergo brachytherapy
6,Breast cancer,breast cancer,disease,treated_by,chemotherapy,other,chemotherapy reduces the chance of cancer recurring
6,Breast cancer,chemotherapy,other,includes,cyclophosphamide,drug,DNA alkylating drugs include cyclophosphamide
6,Breast cancer,chemotherapy,other,includes,doxorubicin,drug,anthracyclines include doxorubicin
6,Breast cancer,breast cancer,disease,treated_by,trastuzumab,drug,adding trastuzumab to chemotherapy reduces the chance of cancer recurrence
6,Breast cancer,trastuzumab,drug,combined_with,pertuzumab,drug,adding pertuzumab slightly enhances treatment efficacy
6,Breast cancer,breast cancer,disease,treated_by,endocrine therapy,other,endocrine therapy reduces the levels of estrogens and progesterones
6,Breast cancer,endocrine therapy,other,includes,tamoxifen,drug,tamoxifen treatment blocks the ER in the breast
7,Breast cancer,capecitabine,drug,treats,metastatic breast cancer,disease,starting with capecitabine
7,Breast cancer,anthracycline,drug,treats,metastatic breast cancer,disease,"starting with capecitabine, an anthracycline"
7,Breast cancer,taxane,drug,treats,metastatic breast cancer,disease,"starting with capecitabine, an anthracycline, or a taxane"
7,Breast cancer,gemcitabine,drug,treats,metastatic breast cancer,disease,"gemcitabine, vinorelbine, etoposide, and epothilones are sometimes effective"
7,Breast cancer,vinorelbine,drug,treats,metastatic breast cancer,disease,"gemcitabine, vinorelbine, etoposide, and epothilones are sometimes effective"
7,Breast cancer,etoposide,drug,treats,metastatic breast cancer,disease,"gemcitabine, vinorelbine, etoposide, and epothilones are sometimes effective"
7,Breast cancer,epothilones,drug,treats,metastatic breast cancer,disease,"gemcitabine, vinorelbine, etoposide, and epothilones are sometimes effective"
7,Breast cancer,denosumab,drug,treats,bone metastases,disease,denosumab and the bisphosphonates
7,Breast cancer,bisphosphonates,drug,treats,bone metastases,disease,denosumab and the bisphosphonates
7,Breast cancer,toremifene,drug,treats,ER-positive metastatic breast cancer,disease,toremifene and fulvestrant
7,Breast cancer,fulvestrant,drug,treats,ER-positive metastatic breast cancer,disease,toremifene and fulvestrant
7,Breast cancer,palbociclib,drug,treats,ER-positive metastatic breast cancer,disease,"CDK4/6 inhibitors (palbociclib, ribociclib, or abemaciclib)"
7,Breast cancer,ribociclib,drug,treats,ER-positive metastatic breast cancer,disease,"CDK4/6 inhibitors (palbociclib, ribociclib, or abemaciclib)"
7,Breast cancer,abemaciclib,drug,treats,ER-positive metastatic breast cancer,disease,"CDK4/6 inhibitors (palbociclib, ribociclib, or abemaciclib)"
7,Breast cancer,everolimus,drug,treats,ER-positive metastatic breast cancer,disease,"Adding an mTOR inhibitor, everolimus"
7,Breast cancer,trastuzumab,drug,treats,HER2-positive metastatic breast cancer,disease,continued use of trastuzumab
7,Breast cancer,pertuzumab,drug,treats,HER2-positive metastatic breast cancer,disease,in combination with pertuzumab
7,Breast cancer,trastuzumab emtansine,drug,treats,HER2-positive metastatic breast cancer,disease,HER2-targeted antibody drug conjugates (HER2 antibodies linked to chemotherapy drugs) trastuzumab emtansine
7,Breast cancer,trastuzumab deruxtecan,drug,treats,HER2-positive metastatic breast cancer,disease,HER2-targeted antibody drug conjugates (HER2 antibodies linked to chemotherapy drugs) trastuzumab deruxtecan
7,Breast cancer,margetuximab,drug,treats,HER2-positive metastatic breast cancer,disease,The HER2-targeted antibody margetuximab
7,Breast cancer,lapatinib,drug,treats,HER2-positive metastatic breast cancer,disease,HER2 inhibitors lapatinib
7,Breast cancer,neratinib,drug,treats,HER2-positive metastatic breast cancer,disease,"HER2 inhibitors lapatinib, neratinib, or tucatinib"
7,Breast cancer,tucatinib,drug,treats,HER2-positive metastatic breast cancer,disease,"HER2 inhibitors lapatinib, neratinib, or tucatinib"
7,Breast cancer,alpelisib,drug,treats,PIK3CA-mutated metastatic breast cancer,disease,Alpelisib or capivasertib for those with mutations activating the protein PIK3CA
7,Breast cancer,capivasertib,drug,treats,PIK3CA-mutated metastatic breast cancer,disease,Alpelisib or capivasertib for those with mutations activating the protein PIK3CA
8,Breast cancer,chemotherapy,drug,causes,hair loss,disease,chemotherapy causes hair loss
8,Breast cancer,chemotherapy,drug,causes,nausea,disease,chemotherapy causes nausea
8,Breast cancer,chemotherapy,drug,causes,vomiting,disease,chemotherapy causes vomiting
8,Breast cancer,antiemetic drugs,drug,alleviates,nausea,disease,antiemetic drugs can alleviate nausea
8,Breast cancer,antiemetic drugs,drug,alleviates,vomiting,disease,antiemetic drugs can alleviate vomiting
8,Breast cancer,cold cap,other,reduces,hair loss,disease,cooling the scalp with a cold cap may reduce hair loss
8,Breast cancer,chemotherapy,drug,causes,cognitive issues,disease,many complain of cognitive issues during chemotherapy
8,Breast cancer,endocrine therapy,drug,causes,hot flashes,disease,those on endocrine therapy often experience hot flashes
8,Breast cancer,endocrine therapy,drug,causes,muscle and joint pain,disease,those on endocrine therapy often experience muscle and joint pain
8,Breast cancer,endocrine therapy,drug,causes,vaginal dryness,disease,those on endocrine therapy often experience vaginal dryness
8,Breast cancer,antidepressants,drug,alleviates,hot flashes,disease,around half of women have their hot flashes alleviated by taking antidepressants
8,Breast cancer,physical therapy,other,treats,pain,disease,pain can be treated with physical therapy
8,Breast cancer,nonsteroidal anti-inflammatory drugs,drug,treats,pain,disease,pain can be treated with nonsteroidal anti-inflammatory drugs
8,Breast cancer,counseling,other,improves,sexual issues,disease,counseling can improve sexual issues
8,Breast cancer,personal lubricants,other,improves,sexual issues,disease,use of personal lubricants can improve sexual issues
8,Breast cancer,cognitive behavioral therapy,other,improves,cognitive impairment,disease,cognitive behavioral therapy can have positive effects on cognitive impairment
8,Breast cancer,cognitive behavioral therapy,other,improves,anxiety,disease,cognitive behavioral therapy can have positive effects on anxiety
8,Breast cancer,cognitive behavioral therapy,other,improves,depression,disease,cognitive behavioral therapy can have positive effects on depression
8,Breast cancer,cognitive behavioral therapy,other,improves,mood disturbance,disease,cognitive behavioral therapy can have positive effects on mood disturbance
8,Breast cancer,physical activity interventions,other,improves,health related quality of life,other,physical activity interventions may have beneficial effects on health related quality of life
8,Breast cancer,yoga,other,improves,health related quality of life,other,yoga may have beneficial effects on health related quality of life
8,Breast cancer,meditation,other,improves,health related quality of life,other,meditation may have beneficial effects on health related quality of life
8,Breast cancer,peer support groups,organisation,promotes,quality of life,other,peer support groups can promote quality of life
8,Breast cancer,peer support groups,organisation,promotes,companionship,other,peer support groups can promote companionship
9,Breast cancer,breast cancer,disease,has_prognosis,different countries,other,Different countries have different prognosis
9,Breast cancer,breast cancer,disease,has_survival_rate,United States,organisation,92% of women survive breast cancer
9,Breast cancer,breast cancer,disease,has_survival_rate,China,organisation,this is 82%
9,Breast cancer,breast cancer,disease,has_survival_rate,India,organisation,India saw a 66% survival rate
9,Breast cancer,breast cancer,disease,varies_with,tumor spread,other,prognosis varies widely depending on how far the tumor has spread
9,Breast cancer,breast cancer,disease,has_prognosis,tumor confinement,other,those whose tumor(s) are completely confined to the breast have the best prognoses
9,Breast cancer,triple-negative breast cancer,disease,has_survival_rate,five-year survival rate,other,overall five-year survival rate of 78%
9,Breast cancer,inflammatory breast cancer,disease,has_survival_rate,five-year survival rate,other,overall five-year survival rate of 40%
9,Breast cancer,breast cancer,disease,is_impacted_by,age,other,a person's age can also impact prognosis
9,Breast cancer,breast cancer,disease,is_associated_with,genetic predisposition,other,"breast cancer before age 35 is rare, and is more likely to be associated with genetic predisposition"
10,Breast cancer,early menstruation,other,increases_risk_of,breast cancer,disease,Women who begin menstruating earlier
10,Breast cancer,late menopause,other,increases_risk_of,breast cancer,disease,who undergo menopause later
10,Breast cancer,early childbirth,other,decreases_risk_of,breast cancer,disease,Women who give birth early in life
10,Breast cancer,breastfeeding,other,decreases_risk_of,breast cancer,disease,Breastfeeding also reduces one's chance
10,Breast cancer,lack of functioning ovaries,other,decreases_risk_of,breast cancer,disease,Those who lack functioning ovaries
10,Breast cancer,hormone replacement therapy,treatment,increases_risk_of,breast cancer,disease,Hormone replacement therapy can also increase
10,Breast cancer,combined progesterone/estrogen therapy,treatment,increases_risk_of,breast cancer,disease,Combined progesterone/estrogen therapy increases
10,Breast cancer,estrogen therapy,treatment,has_no_effect_on,breast cancer,disease,Hormone treatment with estrogen alone has no effect
10,Breast cancer,estrogen therapy,treatment,increases_risk_of,endometrial cancer,disease,increases one's risk of developing endometrial cancer
10,Breast cancer,hormonal birth control,treatment,has_no_effect_on,breast cancer,disease,The use of hormonal birth control does not cause
10,Breast cancer,hormonal birth control,treatment,decreases_risk_of,ovarian cancer,disease,significantly reduced risk of ovarian and endometrial cancers
10,Breast cancer,hormonal birth control,treatment,decreases_risk_of,endometrial cancer,disease,significantly reduced risk of ovarian and endometrial cancers
11,Breast cancer,alcoholic beverages,chemical,increases_risk_of,breast cancer,disease,increases the risk of breast cancer
11,Breast cancer,obesity,disease,increases_risk_of,breast cancer,disease,obesity and diabetes increase the risk
11,Breast cancer,diabetes,disease,increases_risk_of,breast cancer,disease,obesity and diabetes increase the risk
11,Breast cancer,high body mass index (bmi),other,causes,breast cancer,disease,high body mass index causes 7% of breast cancers
11,Breast cancer,diabetes,disease,causes,breast cancer,disease,diabetes is responsible for 2%
11,Breast cancer,high-fat diet,other,increases_risk_of,breast cancer,disease,dietary factors that may increase risk include a high-fat diet
11,Breast cancer,iodine deficiency,other,may_increase_risk_of,breast cancer,disease,dietary iodine deficiency may also play a role
11,Breast cancer,smoking tobacco,other,increases_risk_of,breast cancer,disease,smoking tobacco appears to increase the risk
11,Breast cancer,lack of physical activity,other,increases_risk_of,breast cancer,disease,a lack of physical activity has been linked to about 10% of cases
11,Breast cancer,prolonged sitting,other,increases_risk_of,breast cancer,disease,sitting regularly for prolonged periods is associated with higher mortality
11,Breast cancer,circadian disruptions,other,increases_risk_of,breast cancer,disease,circadian disruptions related to shift-work and routine late-night eating
11,Breast cancer,polychlorinated biphenyls,chemical,increases_risk_of,breast cancer,disease,a number of chemicals have also been linked
11,Breast cancer,polycyclic aromatic hydrocarbons,chemical,increases_risk_of,breast cancer,disease,a number of chemicals have also been linked
11,Breast cancer,organic solvents,chemical,increases_risk_of,breast cancer,disease,a number of chemicals have also been linked
11,Breast cancer,mammography radiation,other,causes,breast cancer,disease,it is estimated that yearly screening will cause approximately 225 cases
12,Breast cancer,BRCA1,gene,increases_risk_of,breast cancer,disease,variants of the BRCA genes
12,Breast cancer,BRCA2,gene,increases_risk_of,breast cancer,disease,variants of the BRCA genes
12,Breast cancer,PALB2,gene,increases_risk_of,breast cancer,disease,pathogenic variants in PALB2
12,Breast cancer,p53,gene,increases_risk_of,breast cancer,disease,variants in other tumor suppressor genes
12,Breast cancer,PTEN,gene,increases_risk_of,breast cancer,disease,variants in other tumor suppressor genes
12,Breast cancer,PALB1,gene,increases_risk_of,breast cancer,disease,variants in other tumor suppressor genes
12,Breast cancer,atypical ductal hyperplasia,disease,increases_risk_of,breast cancer,disease,breast changes like atypical ductal hyperplasia
12,Breast cancer,diabetes,disease,increases_risk_of,breast cancer,disease,diabetes might also increase the risk
12,Breast cancer,lupus erythematosus,disease,increases_risk_of,breast cancer,disease,autoimmune diseases such as lupus erythematosus
12,Breast cancer,radiation,other,increases_risk_of,breast cancer,disease,exposed to substantial radiation doses
13,Breast cancer,estrogen,chemical,promotes,breast cancer,disease,breast cancer is promoted by estrogen
13,Breast cancer,estrogen,chemical,activates,breast development,other,estrogen activates the development of breast
13,Breast cancer,estrogen,chemical,increases,dna damage,other,oxidative metabolites of estrogen can increase dna damage
13,Breast cancer,estrogen,chemical,stimulates,estrogen receptor expression,other,expression and activation of er due to lack of estrogen
13,Breast cancer,estrogen receptor,protein,regulates,gene expression,other,er can regulate gene expression by interacting with estrogen response elements
13,Breast cancer,estrogen receptor,protein,interacts_with,growth factor receptors,protein,"er directly binding with several proteins, including growth factor receptors"
13,Breast cancer,pi3k/akt pathway,pathway,protects_from,programmed cell death,other,one of the protective pathways is the pi3k/akt pathway
13,Breast cancer,pten protein,protein,turns_off,pi3k/akt pathway,pathway,pten protein turns off the pi3k/akt pathway
13,Breast cancer,mutations,other,lead_to,breast cancer,disease,mutations that can lead to breast cancer have been experimentally linked
13,Breast cancer,g-protein coupled estrogen receptors,protein,associated_with,breast cancer,disease,g-protein coupled estrogen receptors have been associated with breast cancer
13,Breast cancer,abnormal growth factor signaling,other,facilitates,malignant cell growth,other,abnormal growth factor signaling can facilitate malignant cell growth
13,Breast cancer,leptin,chemical,increases,cell proliferation,other,overexpression of leptin leads to increased cell proliferation
13,Breast cancer,p53,gene,associated_with,cancer,disease,"mutations associated with cancer, such as p53"
13,Breast cancer,brca1,gene,interferes_with,dna repair,other,inherited mutation in brca1 or brca2 genes can interfere with repair of dna
13,Breast cancer,gata-3,gene,controls,estrogen receptor expression,other,gata-3 directly controls the expression of estrogen receptor
14,Breast cancer,physical activity,other,reduces,breast cancer risk,disease,reduce the risk of breast cancer by about 14%
14,Breast cancer,healthy weight,other,reduces,breast cancer risk,disease,reduce their risk of breast cancer
14,Breast cancer,alcohol use,chemical,increases,breast cancer risk,disease,reducing alcohol use
14,Breast cancer,breastfeeding,other,reduces,breast cancer risk,disease,breastfeeding
14,Breast cancer,"diet high in vegetables, fruits, whole grains, and legumes",other,reduces,breast cancer risk,disease,"eat a diet high in vegetables, fruits, whole grains, and legumes"
14,Breast cancer,soluble fiber,chemical,reduces,breast cancer risk,disease,Eating foods rich in soluble fiber contributes to reducing breast cancer risk
14,Breast cancer,citrus fruit,other,reduces,breast cancer risk,disease,High intake of citrus fruit has been associated with a 10% reduction
14,Breast cancer,marine omega-3 polyunsaturated fatty acids,chemical,reduces,breast cancer risk,disease,Marine omega-3 polyunsaturated fatty acids appear to reduce the risk
14,Breast cancer,soy-based foods,other,reduces,breast cancer risk,disease,High consumption of soy-based foods may reduce risk
14,Breast cancer,preventive mastectomy,other,reduces,breast cancer risk,disease,reduces the risk of developing breast cancer by more than 95%
14,Breast cancer,contralateral risk-reducing mastectomy,other,reduces,breast cancer risk,disease,may reduce the risk of cancer in the second breast
14,Breast cancer,BRCA1 gene,gene,increases,breast cancer risk,disease,women genetically predisposed to developing breast cancer
14,Breast cancer,BRCA2 gene,gene,increases,breast cancer risk,disease,women genetically predisposed to developing breast cancer
14,Breast cancer,American Cancer Society,organisation,recommends,"diet high in vegetables, fruits, whole grains, and legumes",other,The American Cancer Society and the American Society of Clinical Oncology advised
14,Breast cancer,American Society of Clinical Oncology,organisation,recommends,"diet high in vegetables, fruits, whole grains, and legumes",other,The American Cancer Society and the American Society of Clinical Oncology advised
15,Breast cancer,Selective estrogen receptor modulators,drug,reduces,breast cancer,disease,reduce the risk of breast cancer
15,Breast cancer,Selective estrogen receptor modulators,drug,increases,thromboembolism,disease,increase the risk of thromboembolism
15,Breast cancer,Selective estrogen receptor modulators,drug,increases,endometrial cancer,disease,increase the risk of endometrial cancer
15,Breast cancer,Aromatase inhibitors,drug,reduces,breast cancer,disease,may be more effective at reducing breast cancer risk
15,Breast cancer,Aromatase inhibitors,drug,does_not_increase,endometrial cancer,disease,not associated with an increased risk of endometrial cancer
15,Breast cancer,Aromatase inhibitors,drug,does_not_increase,thromboembolism,disease,not associated with an increased risk of thromboembolism
15,Breast cancer,Breast cancer,disease,affects,women,other,breast cancer predominantly affects women
15,Breast cancer,Breast cancer,disease,is_more_common_in,wealthier countries,other,"rates of breast cancer vary across the world, but generally correlate with wealth"
15,Breast cancer,Breast cancer screening,other,is_less_available_in,lower income countries,other,people in lower income countries tend to have less access to breast cancer screening
15,Breast cancer,Breast cancer,disease,increases_with,age,other,risk increases with age
16,Breast cancer,breast cancer,disease,described_in,ancient documents,other,breast cancer was the form of cancer most often described
16,Breast cancer,breast cancer,disease,treated_by,cauterization,treatment,The Edwin Smith Papyrus describes eight cases of tumors or ulcers of the breast that were treated by cauterization
16,Breast cancer,breast cancer,disease,caused_by,imbalances in fundamental fluids,other,breast cancer was generally caused by imbalances in the fundamental fluids
16,Breast cancer,breast cancer,disease,treated_by,mastectomy,treatment,Mastectomy for breast cancer was performed at least as early as AD 548
16,Breast cancer,Aetios of Amida,organisation,proposed,mastectomy,treatment,when it was proposed by the court physician Aetios of Amida
16,Breast cancer,Jean Louis Petit,organisation,performed,total mastectomies,treatment,the French surgeon Jean Louis Petit performed total mastectomies
16,Breast cancer,Bernard Peyrilhe,organisation,developed,methods of removing the pectoral muscle,treatment,Petit's work built on the methods of the surgeon Bernard Peyrilhe
16,Breast cancer,Nicolaes Tulp,organisation,proclaimed,the sole remedy is a timely operation,other,the surgeon Nicolaes Tulp proclaimed the sole remedy is a timely operation
16,Breast cancer,Richard Wiseman,organisation,documented,results of mastectomies,other,The eminent surgeon Richard Wiseman documented in the mid-17th century
16,Breast cancer,breast cancer,disease,treated_with,detox purges,treatment,Patients were treated with a mixture of detox purges
16,Breast cancer,breast cancer,disease,treated_with,blood letting,treatment,"Patients were treated with a mixture of detox purges, blood letting"
16,Breast cancer,breast cancer,disease,treated_with,traditional remedies,treatment,"Patients were treated with a mixture of detox purges, blood letting and traditional remedies"
16,Breast cancer,Anne of Austria,organisation,diagnosed_with,breast cancer,disease,When in 1664 Anne of Austria was diagnosed with breast cancer
16,Breast cancer,breast cancer,disease,treated_with,compresses saturated with hemlock juice,treatment,the initial treatment involved compresses saturated with hemlock juice
16,Breast cancer,breast cancer,disease,treated_with,arsenic ointments,treatment,the King's physician commenced a treatment with arsenic ointments
16,Breast cancer,John Hunter,organisation,claimed,neural fluid generated breast cancer,other,The investigative surgeon John Hunter claimed that neural fluid generated breast cancer
16,Breast cancer,breast cancer,disease,caused_by,milk within the mammary ducts,other,Other surgeons proposed that milk within the mammary ducts led to cancerous growths
16,Breast cancer,breast cancer,disease,caused_by,trauma to the breast,other,Theories about trauma to the breast as cause for malignant changes in breast tissue were advanced
16,Breast cancer,Benjamin Bell,organisation,advocated,removal of the entire breast,treatment,The surgeon Benjamin Bell advocated removal of the entire breast
17,Breast cancer,Breast cancer,disease,treats_with,Radical mastectomy,treatment,The Halsted radical mastectomy
17,Breast cancer,William Stewart Halsted,organisation,developed_by,Radical mastectomy,treatment,William Stewart Halsted started performing
17,Breast cancer,Radical mastectomy,treatment,involves,Breast removal,procedure,removing both breasts
17,Breast cancer,Radical mastectomy,treatment,leads_to,Long-term pain,condition,long-term pain and disability
17,Breast cancer,Breast cancer,disease,studied_by,Janet Lane-Claypon,organisation,"Janet Lane-Claypon, who published"
