chunk_id,source_article,subject,subject_type,predicate,object,object_type,evidence_span
93,BRCA1,BRCA1,gene,interacts_with,MSH2,gene,BRCA1 interacts with the DNA mismatch repair protein MSH2
93,BRCA1,MSH2,gene,elevated_in,BRCA1-deficient mammary tumors,disease,"MSH2, MSH6, PARP, and some other proteins involved in single-strand repair are reported to be elevated in BRCA1-deficient mammary tumors"
93,BRCA1,MSH6,gene,elevated_in,BRCA1-deficient mammary tumors,disease,"MSH2, MSH6, PARP, and some other proteins involved in single-strand repair are reported to be elevated in BRCA1-deficient mammary tumors"
93,BRCA1,PARP,gene,elevated_in,BRCA1-deficient mammary tumors,disease,"MSH2, MSH6, PARP, and some other proteins involved in single-strand repair are reported to be elevated in BRCA1-deficient mammary tumors"
93,BRCA1,valosin-containing protein,gene,recruits,BRCA1,gene,"valosin-containing protein (VCP, also known as p97) plays a role in recruiting BRCA1 to the damaged DNA sites"
93,BRCA1,valosin-containing protein,gene,cooperates_with,RNF8,gene,VCP is recruited to DNA lesions and cooperates with the ubiquitin ligase RNF8 to orchestrate assembly of signaling complexes
93,BRCA1,BRCA1,gene,interacts_with,valosin-containing protein,gene,BRCA1 interacts with VCP
93,BRCA1,BRCA1,gene,interacts_with,c-Myc,gene,"BRCA1 also interacts with c-Myc, and other proteins that are critical to maintain genome stability"
93,BRCA1,BRCA1,gene,binds_to,DNA,chemical,"BRCA1 directly binds to DNA, with a higher affinity for branched DNA structures"
93,BRCA1,BRCA1,gene,inhibits,MRN complex,other,This ability to bind to DNA contributes to its ability to inhibit the nuclease activity of the MRN complex
93,BRCA1,BRCA1,gene,inhibits,Mre11,gene,inhibit the nuclease activity of the MRN complex as well as the nuclease activity of Mre11 alone
93,BRCA1,BRCA1,gene,promotes,non-homologous end joining,pathway,a role for BRCA1 to promote lower fidelity DNA repair by non-homologous end joining (NHEJ)
93,BRCA1,BRCA1,gene,colocalizes_with,γ-H2AX,gene,BRCA1 also colocalizes with γ-H2AX (histone H2AX phosphorylated on serine-139) in DNA double-strand break repair foci
93,BRCA1,formaldehyde,chemical,causes,DNA cross-links,other,Formaldehyde and acetaldehyde are common environmental sources of DNA cross-links
93,BRCA1,acetaldehyde,chemical,causes,DNA cross-links,other,Formaldehyde and acetaldehyde are common environmental sources of DNA cross-links
94,BRCA1,BRCA1,gene,co_purifies_with,human RNA polymerase II holoenzyme,other,BRCA1 was shown to co-purify with the human RNA polymerase II holoenzyme in HeLa extracts
94,BRCA1,BRCA1,gene,part_of,2 megadalton complex containing SWI/SNF,other,the predominant complex including BRCA1 in HeLa cells is a 2 megadalton complex containing SWI/SNF
94,BRCA1,2 megadalton complex containing SWI/SNF,other,contains,SWI/SNF,other,a 2 megadalton complex containing SWI/SNF
94,BRCA1,SWI/SNF,other,is_a,chromatin remodeling complex,other,SWI/SNF is a chromatin remodeling complex
94,BRCA1,BRCA1,gene,decondenses,heterochromatin,other,Artificial tethering of BRCA1 to chromatin was shown to decondense heterochromatin
94,BRCA1,BRCA1,gene,interacts_with,NELF-B,gene,BRCA1 interacts with the NELF-B (COBRA1) subunit of the NELF complex
94,BRCA1,NELF-B,gene,part_of,NELF complex,other,the NELF-B (COBRA1) subunit of the NELF complex
95,BRCA1,BRCA1,gene,increases_risk_of,breast cancer,disease,Certain variations of the BRCA1 gene lead to an increased risk for breast cancer
95,BRCA1,BRCA1,gene,part_of,hereditary breast-ovarian cancer syndrome,disease,increased risk for breast cancer as part of a hereditary breast–ovarian cancer syndrome
95,BRCA1,BRCA1,gene,increases_risk_of,ovarian cancer,disease,increased risk of developing ovarian cancer is about 55% for females with BRCA1 mutations
95,BRCA1,BRCA2,gene,increases_risk_of,breast cancer,disease,Females with an abnormal BRCA1 or BRCA2 gene have up to an 80% risk of developing breast cancer
95,BRCA1,BRCA2,gene,increases_risk_of,ovarian cancer,disease,about 25% for females with BRCA2 mutations
95,BRCA1,PCR,other,detects,BRCA1 mutations,other,can be identified with PCR and DNA sequencing
95,BRCA1,DNA sequencing,other,detects,BRCA1 mutations,other,can be identified with PCR and DNA sequencing
95,BRCA1,multiplex ligation-dependent probe amplification,other,detects,large rearrangements,other,"Other methods have been proposed: traditional quantitative PCR, multiplex ligation-dependent probe amplification (MLPA)"
95,BRCA1,Quantitative Multiplex PCR of Short Fluorescent Fragments,other,detects,large rearrangements,other,Quantitative Multiplex PCR of Short Fluorescent Fragments (QMPSF)
95,BRCA1,heteroduplex analysis,other,detects,large rearrangements,other,heteroduplex analysis (HDA) by multi-capillary electrophoresis
95,BRCA1,array-CGH,other,detects,large rearrangements,other,dedicated oligonucleotide array based on comparative genomic hybridization (array-CGH)
95,BRCA1,BRCA1 promoter hypermethylation,other,inactivates,BRCA1,gene,hypermethylation of the BRCA1 promoter... could be considered as an inactivating mechanism for BRCA1 expression
95,BRCA1,BRCA1 protein,gene,repairs,DNA damage,other,the defective BRCA1 protein is unable to help fix DNA damage
95,BRCA1,BRCA1 inactivating mutations,other,predisposes_to,cancer,disease,BRCA1 inactivating mutations lead to a predisposition for cancer
95,BRCA1,Mir-17 microRNA,gene,binds_to,BRCA1 mRNA 3' UTR,gene,"BRCA1 mRNA 3' UTR can be bound by an miRNA, Mir-17 microRNA"
95,BRCA1,Mir-17 microRNA,gene,increases_risk_of,breast cancer,disease,"variations in this miRNA, along with Mir-30 microRNA could confer susceptibility to breast cancer"
95,BRCA1,Mir-30 microRNA,gene,increases_risk_of,breast cancer,disease,"variations in this miRNA, along with Mir-30 microRNA could confer susceptibility to breast cancer"
95,BRCA1,BRCA1,gene,increases_risk_of,prostate cancer,disease,mutations in the BRCA1 gene also increase the risk of ovarian and prostate cancers
95,BRCA1,BRCA1,gene,associated_with,fallopian tube dysplasia,disease,precancerous lesions (dysplasia) within the fallopian tube have been linked to BRCA1 gene mutations
95,BRCA1,BRCA1,gene,increases_risk_of,leukemia,disease,Pathogenic mutations anywhere in a model pathway containing BRCA1 and BRCA2 greatly increase risks for a subset of leukemias and lymphomas
95,BRCA1,BRCA1,gene,increases_risk_of,lymphoma,disease,Pathogenic mutations anywhere in a model pathway containing BRCA1 and BRCA2 greatly increase risks for a subset of leukemias and lymphomas
95,BRCA1,BRCA2,gene,increases_risk_of,leukemia,disease,Pathogenic mutations anywhere in a model pathway containing BRCA1 and BRCA2 greatly increase risks for a subset of leukemias and lymphomas
95,BRCA1,BRCA2,gene,increases_risk_of,lymphoma,disease,Pathogenic mutations anywhere in a model pathway containing BRCA1 and BRCA2 greatly increase risks for a subset of leukemias and lymphomas
95,BRCA1,BRCA1,gene,causes,FA-S,disease,biallelic and homozygous inheritance of the BRCA1 gene leads to FA-S
96,BRCA1,BRCA1,gene,has_reduced_expression_in,high-grade ductal breast cancer,disease,"BRCA1 expression is reduced or undetectable in the majority of high-grade, ductal breast cancers"
96,BRCA1,loss of BRCA1 activity,other,leads_to,tumor formation,disease,"loss of BRCA1 activity, either by germ-line mutations or by down-regulation of gene expression, leads to tumor formation"
96,BRCA1,decreased BRCA1 expression,other,contributes_to,sporadic breast tumor progression,disease,decreased BRCA1 expression contributes to both sporadic and inherited breast tumor progression
96,BRCA1,decreased BRCA1 expression,other,contributes_to,inherited breast tumor progression,disease,decreased BRCA1 expression contributes to both sporadic and inherited breast tumor progression
96,BRCA1,BRCA1,gene,part_of,homologous recombination,pathway,"repair of DNA damages, especially double-strand breaks, by the potentially error-free pathway of homologous recombination"
96,BRCA1,BRCA1,gene,repairs,DNA double-strand breaks,other,"plays an important role in the repair of DNA damages, especially double-strand breaks"
96,BRCA1,reduction of BRCA1,other,generates,mutations,other,the reduction or silencing of this protein generates mutations and gross chromosomal rearrangements
96,BRCA1,reduction of BRCA1,other,generates,gross chromosomal rearrangements,other,the reduction or silencing of this protein generates mutations and gross chromosomal rearrangements
96,BRCA1,gross chromosomal rearrangements,other,leads_to,breast cancer,disease,generates mutations and gross chromosomal rearrangements that can lead to progression to breast cancer
96,BRCA1,BRCA1,gene,has_reduced_expression_in,sporadic epithelial ovarian cancer,disease,BRCA1 expression is low in the majority (55%) of sporadic epithelial ovarian cancers (EOCs)
96,BRCA1,epithelial ovarian cancer,disease,part_of,ovarian cancer,disease,"EOCs are the most common type of ovarian cancer, representing approximately 90% of ovarian cancers"
96,BRCA1,serous ovarian carcinoma,disease,part_of,epithelial ovarian cancer,disease,"serous ovarian carcinomas, a sub-category constituting about 2/3 of EOCs"
96,BRCA1,BRCA1,gene,has_reduced_expression_in,serous ovarian carcinoma,disease,In serous ovarian carcinomas... low BRCA1 expression occurs in more than 50% of cases
96,BRCA1,BRCA1 deficiency,other,causes,deficient homologous recombination repair,pathway,deficient homologous recombination repair caused by BRCA1 deficiency is tumorigenic
96,BRCA1,deficient homologous recombination repair,pathway,causes,tumorigenesis,disease,deficient homologous recombination repair caused by BRCA1 deficiency is tumorigenic
96,BRCA1,BRCA1 deficiency,other,initiates,high-grade serous ovarian cancer evolution,disease,this deficiency initiates a cascade of molecular events that sculpt the evolution of high-grade serous ovarian cancer
96,BRCA1,BRCA1 mutation,other,causes,BRCA1 deficiency,other,"BRCA1 deficiency could be the cause of tumorigenesis, whether due to BRCA1 mutation"
96,BRCA1,BRCA1,gene,facilitates,apoptosis,pathway,BRCA1 facilitates apoptosis in breast and ovarian cell lines when cells are stressed
96,BRCA1,ionizing radiation,other,causes,DNA damage,other,"stressed by agents, including ionizing radiation, that cause DNA damages"
96,BRCA1,DNA repair deficiency,other,leads_to,accumulation of DNA damage,other,Cells that are deficient in DNA repair tend to accumulate DNA damages
96,BRCA1,DNA replication,pathway,leads_to,mutations,other,Replication of DNA in such cells leads to mutations
96,BRCA1,mutations,other,causes,cancer,disease,these mutations may cause cancer
96,BRCA1,BRCA1,gene,induces,apoptosis,pathway,the second role is to induce apoptosis if the level of such DNA damage is beyond the cell's repair capability
97,BRCA1,BRCA1,gene,mutated_in,breast cancer,disease,women with breast cancer carry a mutation in BRCA1 or BRCA2
97,BRCA1,BRCA2,gene,mutated_in,breast cancer,disease,women with breast cancer carry a mutation in BRCA1 or BRCA2
97,BRCA1,BRCA1,gene,mutated_in,ovarian cancer,disease,BRCA1 mutations are only seen in about 18% of ovarian cancers
97,BRCA1,latent viruses,other,detected_in,breast cancer,disease,"Certain latent viruses, which are frequently detected in breast cancer tumors"
97,BRCA1,latent viruses,other,decreases_expression_of,BRCA1,gene,latent viruses... can decrease the expression of the BRCA1 gene
97,BRCA1,latent viruses,other,causes,breast tumors,disease,decrease the expression of the BRCA1 gene and cause the development of breast tumors
97,BRCA1,BRCA1 promoter hypermethylation,other,present_in,primary breast carcinomas,disease,BRCA1 promoter hypermethylation was present in only 13% of unselected primary breast carcinomas
97,BRCA1,BRCA1 promoter hypermethylation,other,present_in,EOC,disease,BRCA1 promoter hypermethylation was present in only 5% to 15% of EOC cases
97,BRCA1,BRCA1 promoter methylation,other,reduces_expression_of,BRCA1,gene,"BRCA1 expression is low in these cancers, BRCA1 promoter methylation is only a minor cause of reduced expression"
98,BRCA1,microRNA-182,gene,targets,BRCA1,gene,microRNA-182 (miR-182) specifically targets BRCA1
