chunk_id,source_article,subject,subject_type,predicate,object,object_type,evidence_span
6,Breast cancer,leuprolide,drug,inhibits,gonadotropin-releasing hormone,chemical,"Chemically blocking estrogen production with GnRH-targeted drugs (goserelin, leuprolide, or triptorelin)"
6,Breast cancer,triptorelin,drug,inhibits,gonadotropin-releasing hormone,chemical,"Chemically blocking estrogen production with GnRH-targeted drugs (goserelin, leuprolide, or triptorelin)"
6,Breast cancer,anastrozole,drug,inhibits,aromatase,gene,"aromatase inhibitors (anastrozole, letrozole, or exemestane)"
6,Breast cancer,letrozole,drug,inhibits,aromatase,gene,"aromatase inhibitors (anastrozole, letrozole, or exemestane)"
6,Breast cancer,exemestane,drug,inhibits,aromatase,gene,"aromatase inhibitors (anastrozole, letrozole, or exemestane)"
6,Breast cancer,endocrine therapy,other,treats,breast cancer,disease,"those whose tumors are ER-positive or PR-positive benefit from endocrine therapy, which reduces the levels of estrogens and progesterones"
6,Breast cancer,estrogen depletion,other,causes,hot flashes,disease,"Side effects of estrogen depletion include hot flashes, vaginal discomfort, and muscle and joint pain"
6,Breast cancer,estrogen depletion,other,causes,vaginal discomfort,disease,"Side effects of estrogen depletion include hot flashes, vaginal discomfort, and muscle and joint pain"
6,Breast cancer,estrogen depletion,other,causes,muscle and joint pain,disease,"Side effects of estrogen depletion include hot flashes, vaginal discomfort, and muscle and joint pain"
6,Breast cancer,chemotherapy,other,treats,breast cancer,disease,"The same chemotherapy agents can be given before surgery – called neoadjuvant therapy – to shrink tumors, making them easier to safely remove"
7,Breast cancer,breast cancer,disease,spreads_to,bones,other,their tumors eventually spread to distant body sites – most commonly the nearby bones (67% of cases)
7,Breast cancer,breast cancer,disease,spreads_to,liver,other,"most commonly the nearby bones (67% of cases), liver (41%), lungs (37%), brain (13%), and peritoneum (10%)"
7,Breast cancer,breast cancer,disease,spreads_to,lungs,other,"most commonly the nearby bones (67% of cases), liver (41%), lungs (37%), brain (13%), and peritoneum (10%)"
7,Breast cancer,breast cancer,disease,spreads_to,brain,other,"most commonly the nearby bones (67% of cases), liver (41%), lungs (37%), brain (13%), and peritoneum (10%)"
7,Breast cancer,breast cancer,disease,spreads_to,peritoneum,other,"most commonly the nearby bones (67% of cases), liver (41%), lungs (37%), brain (13%), and peritoneum (10%)"
7,Breast cancer,capecitabine,drug,treats,metastatic breast cancer,disease,"Those with metastatic disease can receive further chemotherapy, typically starting with capecitabine, an anthracycline, or a taxane"
7,Breast cancer,anthracycline,drug,treats,metastatic breast cancer,disease,"Those with metastatic disease can receive further chemotherapy, typically starting with capecitabine, an anthracycline, or a taxane"
7,Breast cancer,taxane,drug,treats,metastatic breast cancer,disease,"Those with metastatic disease can receive further chemotherapy, typically starting with capecitabine, an anthracycline, or a taxane"
7,Breast cancer,gemcitabine,drug,treats,metastatic breast cancer,disease,"gemcitabine, vinorelbine, etoposide, and epothilones are sometimes effective"
7,Breast cancer,vinorelbine,drug,treats,metastatic breast cancer,disease,"gemcitabine, vinorelbine, etoposide, and epothilones are sometimes effective"
7,Breast cancer,etoposide,drug,treats,metastatic breast cancer,disease,"gemcitabine, vinorelbine, etoposide, and epothilones are sometimes effective"
7,Breast cancer,epothilones,drug,treats,metastatic breast cancer,disease,"gemcitabine, vinorelbine, etoposide, and epothilones are sometimes effective"
7,Breast cancer,denosumab,drug,treats,bone metastases,disease,Those with bone metastases benefit from regular infusion of the bone-strengthening agents denosumab and the bisphosphonates
7,Breast cancer,bisphosphonates,drug,treats,bone metastases,disease,Those with bone metastases benefit from regular infusion of the bone-strengthening agents denosumab and the bisphosphonates
7,Breast cancer,denosumab,drug,reduces,bone pain,other,"infusion every three months reduces the chance of bone pain, fractures, and bone hypercalcemia"
7,Breast cancer,bisphosphonates,drug,reduces,bone pain,other,"infusion every three months reduces the chance of bone pain, fractures, and bone hypercalcemia"
7,Breast cancer,denosumab,drug,reduces,bone fractures,other,"infusion every three months reduces the chance of bone pain, fractures, and bone hypercalcemia"
7,Breast cancer,bisphosphonates,drug,reduces,bone fractures,other,"infusion every three months reduces the chance of bone pain, fractures, and bone hypercalcemia"
7,Breast cancer,denosumab,drug,reduces,bone hypercalcemia,disease,"infusion every three months reduces the chance of bone pain, fractures, and bone hypercalcemia"
7,Breast cancer,bisphosphonates,drug,reduces,bone hypercalcemia,disease,"infusion every three months reduces the chance of bone pain, fractures, and bone hypercalcemia"
7,Breast cancer,toremifene,drug,treats,ER-positive metastatic breast cancer,disease,"Therapy options include those used in localized cancer, plus toremifene and fulvestrant, often used in combination with CDK4/6 inhibitors"
7,Breast cancer,fulvestrant,drug,treats,ER-positive metastatic breast cancer,disease,"Therapy options include those used in localized cancer, plus toremifene and fulvestrant, often used in combination with CDK4/6 inhibitors"
7,Breast cancer,toremifene,drug,combined_with,palbociclib,drug,"toremifene and fulvestrant, often used in combination with CDK4/6 inhibitors (palbociclib, ribociclib, or abemaciclib)"
7,Breast cancer,fulvestrant,drug,combined_with,palbociclib,drug,"toremifene and fulvestrant, often used in combination with CDK4/6 inhibitors (palbociclib, ribociclib, or abemaciclib)"
7,Breast cancer,fulvestrant,drug,combined_with,ribociclib,drug,"toremifene and fulvestrant, often used in combination with CDK4/6 inhibitors (palbociclib, ribociclib, or abemaciclib)"
7,Breast cancer,fulvestrant,drug,combined_with,abemaciclib,drug,"toremifene and fulvestrant, often used in combination with CDK4/6 inhibitors (palbociclib, ribociclib, or abemaciclib)"
7,Breast cancer,palbociclib,drug,inhibits,CDK4/6,gene,"CDK4/6 inhibitors (palbociclib, ribociclib, or abemaciclib)"
7,Breast cancer,ribociclib,drug,inhibits,CDK4/6,gene,"CDK4/6 inhibitors (palbociclib, ribociclib, or abemaciclib)"
7,Breast cancer,abemaciclib,drug,inhibits,CDK4/6,gene,"CDK4/6 inhibitors (palbociclib, ribociclib, or abemaciclib)"
7,Breast cancer,everolimus,drug,inhibits,mTOR,gene,"Adding an mTOR inhibitor, everolimus, can further slow the tumors' progression"
7,Breast cancer,everolimus,drug,treats,metastatic breast cancer,disease,"Adding an mTOR inhibitor, everolimus, can further slow the tumors' progression"
7,Breast cancer,trastuzumab,drug,treats,HER2-positive metastatic breast cancer,disease,Those with HER2-positive metastatic disease can benefit from continued use of trastuzumab
7,Breast cancer,pertuzumab,drug,treats,HER2-positive metastatic breast cancer,disease,"benefit from continued use of trastuzumab, alone, in combination with pertuzumab, or in combination with chemotherapy"
7,Breast cancer,trastuzumab,drug,combined_with,pertuzumab,drug,"benefit from continued use of trastuzumab, alone, in combination with pertuzumab, or in combination with chemotherapy"
7,Breast cancer,trastuzumab emtansine,drug,treats,HER2-positive metastatic breast cancer,disease,benefit from HER2-targeted antibody drug conjugates (HER2 antibodies linked to chemotherapy drugs) trastuzumab emtansine or trastuzumab deruxtecan
7,Breast cancer,trastuzumab deruxtecan,drug,treats,HER2-positive metastatic breast cancer,disease,benefit from HER2-targeted antibody drug conjugates (HER2 antibodies linked to chemotherapy drugs) trastuzumab emtansine or trastuzumab deruxtecan
7,Breast cancer,margetuximab,drug,targets,HER2,gene,The HER2-targeted antibody margetuximab can also prolong survival
7,Breast cancer,margetuximab,drug,treats,HER2-positive metastatic breast cancer,disease,The HER2-targeted antibody margetuximab can also prolong survival
7,Breast cancer,lapatinib,drug,inhibits,HER2,gene,"HER2 inhibitors lapatinib, neratinib, or tucatinib"
7,Breast cancer,neratinib,drug,inhibits,HER2,gene,"HER2 inhibitors lapatinib, neratinib, or tucatinib"
7,Breast cancer,tucatinib,drug,inhibits,HER2,gene,"HER2 inhibitors lapatinib, neratinib, or tucatinib"
7,Breast cancer,alpelisib,drug,targets,PIK3CA,gene,Alpelisib or capivasertib for those with mutations activating the protein PIK3CA
7,Breast cancer,capivasertib,drug,targets,PIK3CA,gene,Alpelisib or capivasertib for those with mutations activating the protein PIK3CA
7,Breast cancer,olaparib,drug,inhibits,PARP,gene,PARP inhibitors (olaparib and talazoparib) for those with mutations that inactivate BRCA1 or BRCA2
7,Breast cancer,talazoparib,drug,inhibits,PARP,gene,PARP inhibitors (olaparib and talazoparib) for those with mutations that inactivate BRCA1 or BRCA2
